"run.Number","Pred.Strat","Prey.Start.Con","Pred.Start.Con","Detect.Black","Detect.White","Step","ticks","nearby","mapAware.table","Hour.Map","Black.Table","White.Table","DomainOverlap","Domain.Prey","hour0","hour1","hour2","hour3","hour4","hour5","hour6","hour7","hour8","hour9","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour20","hour21","hour22","hour23","ihour0","ihour1","ihour2","ihour3","ihour4","ihour5","ihour6","ihour7","ihour8","ihour9","ihour10","ihour11","ihour12","ihour13","ihour14","ihour15","ihour16","ihour17","ihour18","ihour19","ihour20","ihour21","ihour22","ihour23"
1096,"Active","Large","Small",0.9,0.2,87599,87600,"243","[[0 18] [1 13] [2 3] [3 2] [4 20] [5 16] [6 15] [7 2] [8 23] [9 30] [10 10] [11 11] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 2655] [1 507] [2 95] [3 14] [4 1246] [5 1182] [6 607] [7 23] [8 1372] [9 2657] [10 819] [11 789] [12 2679] [13 2669] [14 2599] [15 2627] [16 2697] [17 2649] [18 2693] [19 2642] [20 2637] [21 2611] [22 2690] [23 2641]]",13993,29807,7995,35805,2655,507,95,14,1246,1182,607,23,1372,2657,819,789,2679,2669,2599,2627,2697,2649,2693,2642,2637,2611,2690,2641,18,13,3,2,20,16,15,2,23,30,10,11,0,0,0,0,0,0,0,0,0,0,0,0
1112,"Active","Large","Large",0.9,0.2,1443,1443,"18","[[0 0] [1 0] [2 0] [3 2] [4 0] [5 2] [6 0] [7 1] [8 1] [9 3] [10 3] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 33] [1 34] [2 24] [3 39] [4 31] [5 27] [6 27] [7 28] [8 29] [9 28] [10 35] [11 32] [12 33] [13 27] [14 27] [15 32] [16 32] [17 24] [18 33] [19 29] [20 34] [21 28] [22 25] [23 31]]",338,384,722,0,33,34,24,39,31,27,27,28,29,28,35,32,33,27,27,32,32,24,33,29,34,28,25,31,0,0,0,2,0,2,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,"Active","Large","Small",0.9,0.2,87599,87600,"170","[[0 12] [1 28] [2 17] [3 5] [4 5] [5 13] [6 17] [7 2] [8 13] [9 2] [10 8] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 484] [1 2604] [2 2038] [3 359] [4 561] [5 1115] [6 1129] [7 117] [8 2654] [9 86] [10 1136] [11 136] [12 2616] [13 2625] [14 2602] [15 2633] [16 2563] [17 2594] [18 2618] [19 2662] [20 2613] [21 2631] [22 2617] [23 2607]]",16850,26950,3919,39881,484,2604,2038,359,561,1115,1129,117,2654,86,1136,136,2616,2625,2602,2633,2563,2594,2618,2662,2613,2631,2617,2607,12,28,17,5,5,13,17,2,13,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0
1114,"Active","Large","Large",0.9,0.2,6701,6701,"77","[[0 2] [1 2] [2 2] [3 4] [4 5] [5 5] [6 8] [7 5] [8 2] [9 2] [10 9] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 168] [1 74] [2 25] [3 99] [4 165] [5 155] [6 175] [7 164] [8 40] [9 23] [10 166] [11 165] [12 152] [13 145] [14 161] [15 171] [16 157] [17 181] [18 165] [19 165] [20 168] [21 147] [22 163] [23 155]]",837,2512,3349,0,168,74,25,99,165,155,175,164,40,23,166,165,152,145,161,171,157,181,165,165,168,147,163,155,2,2,2,4,5,5,8,5,2,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0
1113,"Active","Large","Large",0.9,0.2,12172,12172,"181","[[0 14] [1 11] [2 2] [3 10] [4 20] [5 9] [6 21] [7 19] [8 2] [9 2] [10 3] [11 17] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 305] [1 306] [2 51] [3 313] [4 335] [5 169] [6 285] [7 313] [8 24] [9 28] [10 20] [11 314] [12 298] [13 298] [14 297] [15 306] [16 305] [17 298] [18 308] [19 304] [20 322] [21 302] [22 288] [23 298]]",969,5118,6087,0,305,306,51,313,335,169,285,313,24,28,20,314,298,298,297,306,305,298,308,304,322,302,288,298,14,11,2,10,20,9,21,19,2,2,3,17,0,0,0,0,0,0,0,0,0,0,0,0
1116,"Active","Large","Large",0.9,0.2,3515,3515,"42","[[0 1] [1 1] [2 2] [3 0] [4 1] [5 1] [6 3] [7 3] [8 4] [9 5] [10 6] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 69] [1 71] [2 81] [3 72] [4 70] [5 72] [6 70] [7 79] [8 78] [9 82] [10 79] [11 12] [12 72] [13 83] [14 76] [15 75] [16 70] [17 78] [18 77] [19 81] [20 78] [21 76] [22 78] [23 78]]",488,1269,1757,0,69,71,81,72,70,72,70,79,78,82,79,12,72,83,76,75,70,78,77,81,78,76,78,78,1,1,2,0,1,1,3,3,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1117,"Active","Large","Large",0.9,0.2,4012,4012,"45","[[0 4] [1 3] [2 3] [3 1] [4 0] [5 1] [6 1] [7 2] [8 2] [9 3] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 84] [1 78] [2 90] [3 79] [4 78] [5 74] [6 83] [7 86] [8 82] [9 79] [10 83] [11 94] [12 74] [13 85] [14 86] [15 90] [16 95] [17 88] [18 80] [19 78] [20 91] [21 79] [22 89] [23 81]]",607,1399,2006,0,84,78,90,79,78,74,83,86,82,79,83,94,74,85,86,90,95,88,80,78,91,79,89,81,4,3,3,1,0,1,1,2,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1100,"Active","Large","Small",0.9,0.2,87599,87600,"147","[[0 3] [1 14] [2 18] [3 2] [4 4] [5 10] [6 23] [7 3] [8 24] [9 8] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 100] [1 1182] [2 1904] [3 83] [4 247] [5 290] [6 1814] [7 141] [8 1240] [9 247] [10 155] [11 166] [12 3020] [13 3022] [14 3031] [15 3051] [16 3021] [17 3044] [18 3025] [19 3022] [20 2991] [21 3001] [22 3002] [23 3001]]",18120,25680,3868,39932,100,1182,1904,83,247,290,1814,141,1240,247,155,166,3020,3022,3031,3051,3021,3044,3025,3022,2991,3001,3002,3001,3,14,18,2,4,10,23,3,24,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1118,"Active","Large","Large",0.9,0.2,6098,6098,"59","[[0 2] [1 3] [2 4] [3 4] [4 6] [5 5] [6 2] [7 5] [8 4] [9 4] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 16] [1 128] [2 123] [3 129] [4 137] [5 135] [6 142] [7 133] [8 132] [9 136] [10 120] [11 114] [12 135] [13 138] [14 130] [15 120] [16 142] [17 140] [18 133] [19 141] [20 133] [21 132] [22 126] [23 134]]",761,2288,3049,0,16,128,123,129,137,135,142,133,132,136,120,114,135,138,130,120,142,140,133,141,133,132,126,134,2,3,4,4,6,5,2,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1111,"Active","Large","Large",0.9,0.2,34137,34137,"275","[[0 8] [1 22] [2 25] [3 3] [4 3] [5 23] [6 2] [7 29] [8 42] [9 3] [10 3] [11 31] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 242] [1 904] [2 946] [3 130] [4 58] [5 817] [6 155] [7 908] [8 932] [9 113] [10 114] [11 904] [12 894] [13 903] [14 926] [15 882] [16 927] [17 895] [18 922] [19 910] [20 893] [21 912] [22 885] [23 896]]",1932,15136,17068,0,242,904,946,130,58,817,155,908,932,113,114,904,894,903,926,882,927,895,922,910,893,912,885,896,8,22,25,3,3,23,2,29,42,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0
1119,"Active","Large","Large",0.9,0.2,20628,20628,"142","[[0 13] [1 6] [2 2] [3 10] [4 5] [5 14] [6 14] [7 3] [8 2] [9 9] [10 8] [11 11] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 511] [1 223] [2 15] [3 338] [4 231] [5 455] [6 541] [7 9] [8 86] [9 374] [10 312] [11 558] [12 546] [13 539] [14 549] [15 531] [16 554] [17 546] [18 547] [19 560] [20 568] [21 563] [22 572] [23 582]]",1289,9021,10310,0,511,223,15,338,231,455,541,9,86,374,312,558,546,539,549,531,554,546,547,560,568,563,572,582,13,6,2,10,5,14,14,3,2,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0
1122,"Active","Large","Large",0.9,0.2,5980,5980,"64","[[0 3] [1 2] [2 3] [3 5] [4 9] [5 6] [6 2] [7 2] [8 2] [9 4] [10 2] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 148] [1 9] [2 141] [3 149] [4 144] [5 143] [6 123] [7 136] [8 32] [9 65] [10 31] [11 149] [12 137] [13 154] [14 147] [15 134] [16 140] [17 145] [18 141] [19 125] [20 143] [21 152] [22 152] [23 150]]",828,2162,2990,0,148,9,141,149,144,143,123,136,32,65,31,149,137,154,147,134,140,145,141,125,143,152,152,150,3,2,3,5,9,6,2,2,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1123,"Active","Large","Large",0.9,0.2,20986,20986,"105","[[0 2] [1 4] [2 5] [3 2] [4 2] [5 2] [6 7] [7 14] [8 8] [9 10] [10 2] [11 9] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 56] [1 124] [2 183] [3 118] [4 142] [5 5] [6 371] [7 598] [8 437] [9 642] [10 28] [11 410] [12 628] [13 618] [14 604] [15 616] [16 617] [17 604] [18 619] [19 605] [20 608] [21 642] [22 591] [23 623]]",2620,7869,10489,0,56,124,183,118,142,5,371,598,437,642,28,410,628,618,604,616,617,604,619,605,608,642,591,623,2,4,5,2,2,2,7,14,8,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0
1115,"Active","Large","Large",0.9,0.2,87599,87600,"202","[[0 13] [1 2] [2 6] [3 4] [4 18] [5 13] [6 15] [7 17] [8 25] [9 2] [10 27] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 307] [1 28] [2 129] [3 13] [4 535] [5 410] [6 376] [7 252] [8 499] [9 115] [10 559] [11 99] [12 3369] [13 3371] [14 3363] [15 3373] [16 3404] [17 3371] [18 3390] [19 3331] [20 3367] [21 3365] [22 3405] [23 3369]]",809,42991,43800,0,307,28,129,13,535,410,376,252,499,115,559,99,3369,3371,3363,3373,3404,3371,3390,3331,3367,3365,3405,3369,13,2,6,4,18,13,15,17,25,2,27,3,0,0,0,0,0,0,0,0,0,0,0,0
1120,"Active","Large","Large",0.9,0.2,87599,87600,"182","[[0 28] [1 5] [2 23] [3 22] [4 2] [5 15] [6 2] [7 16] [8 2] [9 5] [10 8] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 865] [1 95] [2 562] [3 732] [4 59] [5 565] [6 64] [7 552] [8 43] [9 162] [10 287] [11 49] [12 3328] [13 3307] [14 3328] [15 3316] [16 3327] [17 3299] [18 3311] [19 3301] [20 3297] [21 3316] [22 3319] [23 3316]]",1163,42637,43800,0,865,95,562,732,59,565,64,552,43,162,287,49,3328,3307,3328,3316,3327,3299,3311,3301,3297,3316,3319,3316,28,5,23,22,2,15,2,16,2,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
1121,"Active","Large","Large",0.9,0.2,76827,76827,"246","[[0 2] [1 7] [2 84] [3 6] [4 8] [5 18] [6 7] [7 6] [8 5] [9 24] [10 7] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 55] [1 174] [2 2757] [3 127] [4 274] [5 344] [6 282] [7 245] [8 136] [9 448] [10 127] [11 118] [12 2800] [13 2797] [14 2781] [15 2803] [16 2779] [17 2776] [18 2746] [19 2768] [20 2746] [21 2809] [22 2771] [23 2750]]",924,37489,38413,0,55,174,2757,127,274,344,282,245,136,448,127,118,2800,2797,2781,2803,2779,2776,2746,2768,2746,2809,2771,2750,2,7,84,6,8,18,7,6,5,24,7,3,0,0,0,0,0,0,0,0,0,0,0,0
1127,"Active","Large","Large",0.9,0.2,4994,4994,"53","[[0 2] [1 4] [2 5] [3 2] [4 4] [5 2] [6 2] [7 2] [8 2] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 83] [1 119] [2 108] [3 68] [4 123] [5 72] [6 112] [7 97] [8 49] [9 53] [10 130] [11 53] [12 124] [13 112] [14 118] [15 129] [16 116] [17 108] [18 106] [19 128] [20 123] [21 116] [22 119] [23 131]]",997,1500,2497,0,83,119,108,68,123,72,112,97,49,53,130,53,124,112,118,129,116,108,106,128,123,116,119,131,2,4,5,2,4,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1128,"Active","Large","Large",0.9,0.2,3563,3563,"43","[[0 0] [1 1] [2 1] [3 3] [4 1] [5 1] [6 1] [7 2] [8 2] [9 6] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 79] [1 73] [2 86] [3 77] [4 76] [5 75] [6 79] [7 44] [8 75] [9 71] [10 71] [11 72] [12 76] [13 77] [14 76] [15 64] [16 80] [17 68] [18 70] [19 88] [20 67] [21 78] [22 80] [23 79]]",632,1149,1781,0,79,73,86,77,76,75,79,44,75,71,71,72,76,77,76,64,80,68,70,88,67,78,80,79,0,1,1,3,1,1,1,2,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1126,"Active","Large","Large",0.9,0.2,22950,22950,"152","[[0 23] [1 2] [2 2] [3 3] [4 2] [5 31] [6 2] [7 10] [8 8] [9 2] [10 21] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 673] [1 78] [2 22] [3 85] [4 42] [5 728] [6 18] [7 226] [8 297] [9 73] [10 727] [11 79] [12 701] [13 678] [14 719] [15 723] [16 681] [17 683] [18 686] [19 704] [20 725] [21 704] [22 722] [23 699]]",1427,10046,11473,0,673,78,22,85,42,728,18,226,297,73,727,79,701,678,719,723,681,683,686,704,725,704,722,699,23,2,2,3,2,31,2,10,8,2,21,5,0,0,0,0,0,0,0,0,0,0,0,0
1129,"Active","Large","Large",0.9,0.2,13374,13374,"117","[[0 10] [1 4] [2 11] [3 2] [4 2] [5 8] [6 9] [7 8] [8 4] [9 2] [10 14] [11 7] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 333] [1 124] [2 354] [3 53] [4 67] [5 357] [6 264] [7 295] [8 53] [9 30] [10 352] [11 136] [12 363] [13 350] [14 366] [15 345] [16 349] [17 363] [18 373] [19 361] [20 354] [21 341] [22 349] [23 354]]",1292,5394,6686,0,333,124,354,53,67,357,264,295,53,30,352,136,363,350,366,345,349,363,373,361,354,341,349,354,10,4,11,2,2,8,9,8,4,2,14,7,0,0,0,0,0,0,0,0,0,0,0,0
1130,"Active","Large","Large",0.9,0.2,5028,5028,"68","[[0 3] [1 4] [2 3] [3 4] [4 2] [5 3] [6 4] [7 6] [8 5] [9 4] [10 2] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 121] [1 95] [2 112] [3 87] [4 89] [5 104] [6 101] [7 112] [8 89] [9 101] [10 96] [11 119] [12 105] [13 109] [14 118] [15 104] [16 114] [17 110] [18 101] [19 111] [20 106] [21 101] [22 109] [23 99]]",589,1924,2513,0,121,95,112,87,89,104,101,112,89,101,96,119,105,109,118,104,114,110,101,111,106,101,109,99,3,4,3,4,2,3,4,6,5,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1124,"Active","Large","Large",0.9,0.2,87599,87600,"309","[[0 2] [1 3] [2 2] [3 72] [4 50] [5 33] [6 6] [7 2] [8 8] [9 26] [10 12] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 43] [1 66] [2 38] [3 2171] [4 1534] [5 1169] [6 240] [7 120] [8 289] [9 985] [10 545] [11 21] [12 3021] [13 3047] [14 3039] [15 3008] [16 3060] [17 3071] [18 3022] [19 3056] [20 3071] [21 3046] [22 3056] [23 3082]]",1713,42087,43800,0,43,66,38,2171,1534,1169,240,120,289,985,545,21,3021,3047,3039,3008,3060,3071,3022,3056,3071,3046,3056,3082,2,3,2,72,50,33,6,2,8,26,12,2,0,0,0,0,0,0,0,0,0,0,0,0
1132,"Active","Large","Large",0.9,0.2,14281,14281,"173","[[0 10] [1 14] [2 2] [3 13] [4 11] [5 15] [6 3] [7 15] [8 21] [9 3] [10 9] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 341] [1 334] [2 75] [3 361] [4 341] [5 307] [6 101] [7 325] [8 332] [9 102] [10 242] [11 143] [12 324] [13 353] [14 323] [15 350] [16 344] [17 347] [18 342] [19 345] [20 368] [21 363] [22 336] [23 342]]",1101,6040,7141,0,341,334,75,361,341,307,101,325,332,102,242,143,324,353,323,350,344,347,342,345,368,363,336,342,10,14,2,13,11,15,3,15,21,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0
1134,"Active","Large","Large",0.9,0.2,59,59,"3","[[0 0] [1 0] [2 0] [3 0] [4 0] [5 0] [6 0] [7 0] [8 0] [9 1] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1] [1 1] [2 1] [3 1] [4 1] [5 3] [6 2] [7 1] [8 0] [9 3] [10 3] [11 2] [12 1] [13 2] [14 1] [15 1] [16 0] [17 1] [18 1] [19 1] [20 0] [21 2] [22 1] [23 1]]",18,13,31,0,1,1,1,1,1,3,2,1,0,3,3,2,1,2,1,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,"Active","Large","Large",0.9,0.2,3728,3728,"30","[[0 0] [1 2] [2 3] [3 2] [4 1] [5 2] [6 1] [7 3] [8 5] [9 2] [10 0] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 69] [1 56] [2 81] [3 88] [4 75] [5 74] [6 80] [7 81] [8 85] [9 66] [10 78] [11 77] [12 75] [13 77] [14 77] [15 95] [16 73] [17 75] [18 84] [19 85] [20 81] [21 77] [22 83] [23 74]]",636,1230,1866,0,69,56,81,88,75,74,80,81,85,66,78,77,75,77,77,95,73,75,84,85,81,77,83,74,0,2,3,2,1,2,1,3,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1133,"Active","Large","Large",0.9,0.2,15899,15899,"119","[[0 3] [1 2] [2 18] [3 5] [4 15] [5 2] [6 2] [7 3] [8 10] [9 2] [10 19] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 92] [1 94] [2 436] [3 204] [4 467] [5 128] [6 30] [7 101] [8 414] [9 93] [10 447] [11 152] [12 437] [13 426] [14 452] [15 477] [16 434] [17 466] [18 446] [19 442] [20 427] [21 441] [22 419] [23 422]]",1781,6166,7947,0,92,94,436,204,467,128,30,101,414,93,447,152,437,426,452,477,434,466,446,442,427,441,419,422,3,2,18,5,15,2,2,3,10,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0
1136,"Active","Large","Large",0.9,0.2,10302,10302,"98","[[0 9] [1 6] [2 12] [3 5] [4 2] [5 6] [6 6] [7 4] [8 3] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 261] [1 123] [2 259] [3 251] [4 34] [5 259] [6 235] [7 114] [8 121] [9 107] [10 81] [11 243] [12 272] [13 248] [14 275] [15 245] [16 268] [17 238] [18 249] [19 249] [20 257] [21 251] [22 249] [23 262]]",1583,3568,5151,0,261,123,259,251,34,259,235,114,121,107,81,243,272,248,275,245,268,238,249,249,257,251,249,262,9,6,12,5,2,6,6,4,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1137,"Active","Large","Large",0.9,0.2,3531,3531,"28","[[0 1] [1 2] [2 0] [3 1] [4 2] [5 2] [6 0] [7 3] [8 3] [9 1] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 81] [1 84] [2 80] [3 76] [4 11] [5 77] [6 77] [7 74] [8 34] [9 77] [10 81] [11 89] [12 76] [13 80] [14 83] [15 71] [16 73] [17 84] [18 75] [19 71] [20 86] [21 67] [22 78] [23 81]]",574,1192,1766,0,81,84,80,76,11,77,77,74,34,77,81,89,76,80,83,71,73,84,75,71,86,67,78,81,1,2,0,1,2,2,0,3,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1138,"Active","Large","Large",0.9,0.2,4065,4065,"31","[[0 3] [1 0] [2 2] [3 2] [4 2] [5 2] [6 0] [7 3] [8 4] [9 1] [10 1] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 90] [1 81] [2 91] [3 91] [4 79] [5 79] [6 91] [7 95] [8 84] [9 75] [10 92] [11 49] [12 81] [13 72] [14 85] [15 89] [16 87] [17 83] [18 96] [19 74] [20 87] [21 89] [22 96] [23 94]]",692,1338,2030,0,90,81,91,91,79,79,91,95,84,75,92,49,81,72,85,89,87,83,96,74,87,89,96,94,3,0,2,2,2,2,0,3,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1139,"Active","Large","Large",0.9,0.2,3817,3817,"42","[[0 2] [1 2] [2 1] [3 2] [4 3] [5 2] [6 1] [7 2] [8 5] [9 0] [10 2] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 89] [1 90] [2 91] [3 49] [4 81] [5 88] [6 81] [7 39] [8 75] [9 91] [10 39] [11 84] [12 84] [13 87] [14 78] [15 79] [16 85] [17 86] [18 85] [19 87] [20 78] [21 85] [22 86] [23 92]]",817,1092,1909,0,89,90,91,49,81,88,81,39,75,91,39,84,84,87,78,79,85,86,85,87,78,85,86,92,2,2,1,2,3,2,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,"Active","Large","Large",0.9,0.2,87599,87600,"140","[[0 4] [1 3] [2 9] [3 3] [4 2] [5 3] [6 19] [7 15] [8 3] [9 28] [10 2] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 133] [1 89] [2 398] [3 147] [4 114] [5 181] [6 736] [7 309] [8 20] [9 831] [10 19] [11 232] [12 3374] [13 3376] [14 3397] [15 3391] [16 3398] [17 3382] [18 3406] [19 3349] [20 3357] [21 3394] [22 3378] [23 3389]]",1448,42352,43800,0,133,89,398,147,114,181,736,309,20,831,19,232,3374,3376,3397,3391,3398,3382,3406,3349,3357,3394,3378,3389,4,3,9,3,2,3,19,15,3,28,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1141,"Active","Large","Large",0.9,0.2,3681,3681,"42","[[0 2] [1 1] [2 2] [3 3] [4 3] [5 2] [6 2] [7 6] [8 3] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 78] [1 78] [2 81] [3 88] [4 80] [5 34] [6 75] [7 87] [8 74] [9 68] [10 79] [11 82] [12 83] [13 68] [14 85] [15 72] [16 89] [17 81] [18 65] [19 70] [20 87] [21 79] [22 79] [23 79]]",698,1143,1841,0,78,78,81,88,80,34,75,87,74,68,79,82,83,68,85,72,89,81,65,70,87,79,79,79,2,1,2,3,3,2,2,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1143,"Active","Large","Large",0.9,0.2,1686,1686,"17","[[0 1] [1 0] [2 0] [3 1] [4 2] [5 1] [6 2] [7 0] [8 0] [9 1] [10 0] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 26] [1 34] [2 38] [3 33] [4 40] [5 39] [6 35] [7 35] [8 33] [9 31] [10 36] [11 36] [12 38] [13 35] [14 21] [15 38] [16 37] [17 39] [18 35] [19 38] [20 36] [21 37] [22 38] [23 35]]",368,475,843,0,26,34,38,33,40,39,35,35,33,31,36,36,38,35,21,38,37,39,35,38,36,37,38,35,1,0,0,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1144,"Active","Large","Large",0.9,0.2,3776,3776,"34","[[0 2] [1 0] [2 2] [3 3] [4 3] [5 3] [6 1] [7 1] [8 1] [9 2] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 83] [1 89] [2 81] [3 73] [4 74] [5 92] [6 87] [7 89] [8 83] [9 27] [10 83] [11 54] [12 66] [13 81] [14 86] [15 78] [16 88] [17 88] [18 79] [19 76] [20 87] [21 80] [22 76] [23 88]]",698,1190,1888,0,83,89,81,73,74,92,87,89,83,27,83,54,66,81,86,78,88,88,79,76,87,80,76,88,2,0,2,3,3,3,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1142,"Active","Large","Large",0.9,0.2,5740,5740,"79","[[0 5] [1 5] [2 2] [3 4] [4 2] [5 3] [6 7] [7 5] [8 5] [9 7] [10 7] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 124] [1 136] [2 8] [3 133] [4 44] [5 62] [6 127] [7 140] [8 130] [9 138] [10 127] [11 121] [12 143] [13 127] [14 128] [15 136] [16 134] [17 146] [18 131] [19 125] [20 123] [21 127] [22 134] [23 126]]",548,2322,2870,0,124,136,8,133,44,62,127,140,130,138,127,121,143,127,128,136,134,146,131,125,123,127,134,126,5,5,2,4,2,3,7,5,5,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0
